id,studio,logo_url
1746,Pops Inc.,https://cdn.myanimelist.net/images/company/1746.png
1290,Pollyanna Graphics,https://cdn.myanimelist.net/images/company/1290.png
2353,P core,https://cdn.myanimelist.net/images/company/2353.png
2321,Production D.M.H,https://cdn.myanimelist.net/images/company/2321.png
2276,Project Team Sarah,https://cdn.myanimelist.net/images/company/2276.png
1669,production doA,https://cdn.myanimelist.net/images/company/1669.png
2371,Planet Cartoon,https://cdn.myanimelist.net/images/company/2371.png
2310,Paper Plane Animation Studio,https://cdn.myanimelist.net/images/company/2310.png
2157,Production +h.,https://cdn.myanimelist.net/images/company/2157.png
2268,Point Pictures,https://cdn.myanimelist.net/images/company/2268.png
2047,Pancake,https://cdn.myanimelist.net/images/company/2047.png
1938,Polygon Magic,https://cdn.myanimelist.net/images/company/1938.png
1762,Piso Studio,https://cdn.myanimelist.net/images/company/1762.png
1354,Penta Show Studios,https://cdn.myanimelist.net/images/company/1354.png
2452,Project Team Muu,https://cdn.myanimelist.net/images/company/2452.png
2397,Pink Cat,https://cdn.myanimelist.net/images/company/2397.png
2377,Pak Production,https://cdn.myanimelist.net/images/company/2377.png
2349,Potato House,https://cdn.myanimelist.net/images/company/2349.png
2266,Planet Nemo Animation,https://cdn.myanimelist.net/images/company/2266.png
2207,Poly Animation,https://cdn.myanimelist.net/images/company/2207.png
2171,Paper Animation,https://cdn.myanimelist.net/images/company/2171.png
1764,Picona,https://cdn.myanimelist.net/images/company/1764.png
1382,Piko Studio,https://cdn.myanimelist.net/images/company/1382.png
2288,Qzil.la,https://cdn.myanimelist.net/images/company/2288.png
2140,Qianqi Animation,https://cdn.myanimelist.net/images/company/2140.png
2314,Quad,https://cdn.myanimelist.net/images/company/2314.png
2274,Qiying Animation,https://cdn.myanimelist.net/images/company/2274.png
1304,Qualia Animation,https://cdn.myanimelist.net/images/company/1304.png
2243,Quebico,https://cdn.myanimelist.net/images/company/2243.png
2636,Qingxiang Culture,https://cdn.myanimelist.net/images/company/2636.png
2599,QualiArts,https://cdn.myanimelist.net/images/company/2599.png
1975,Qubic Pictures,https://cdn.myanimelist.net/images/company/1975.png
2042,Ruo Hong Culture,https://cdn.myanimelist.net/images/company/2042.png
1181,RG Animation Studios,https://cdn.myanimelist.net/images/company/1181.png
2126,Red Dog Culture House,https://cdn.myanimelist.net/images/company/2126.png
1067,Rising Force,https://cdn.myanimelist.net/images/company/1067.png
1692,Revoroot,https://cdn.myanimelist.net/images/company/1692.png
1362,Rabbit Machine,https://cdn.myanimelist.net/images/company/1362.png
2454,Ryuu M's,https://cdn.myanimelist.net/images/company/2454.png
1489,Ripromo,https://cdn.myanimelist.net/images/company/1489.png
2209,Reiki Eyes Animation,https://cdn.myanimelist.net/images/company/2209.png
376,Sentai Filmworks,https://cdn.myanimelist.net/images/company/376.png
37,Studio Deen,https://cdn.myanimelist.net/images/company/37.png
247,Shin-Ei Animation,https://cdn.myanimelist.net/images/company/247.png
62,Shogakukan-Shueisha Productions,https://cdn.myanimelist.net/images/company/62.png
44,Shaft,https://cdn.myanimelist.net/images/company/44.png
777,Showgate,https://cdn.myanimelist.net/images/company/777.png
300,SILVER LINK.,https://cdn.myanimelist.net/images/company/300.png
41,Satelight,https://cdn.myanimelist.net/images/company/41.png
541,Seven,https://cdn.myanimelist.net/images/company/541.png
719,Studio Mausu,https://cdn.myanimelist.net/images/company/719.png
13,Studio 4°C,https://cdn.myanimelist.net/images/company/13.png
101,Studio Hibari,https://cdn.myanimelist.net/images/company/101.png
126,Studio Comet,https://cdn.myanimelist.net/images/company/126.png
407,Studio 9 Maiami,https://cdn.myanimelist.net/images/company/407.png
737,Sony Music Communications,https://cdn.myanimelist.net/images/company/737.png
537,SANZIGEN,https://cdn.myanimelist.net/images/company/537.png
418,Studio Gokumi,https://cdn.myanimelist.net/images/company/418.png
24,Studio Fantasia,https://cdn.myanimelist.net/images/company/24.png
15,Sony Pictures Entertainment,https://cdn.myanimelist.net/images/company/15.png
35,Seven Arcs,https://cdn.myanimelist.net/images/company/35.png
1278,Signal.MD,https://cdn.myanimelist.net/images/company/1278.png
1375,Studio Jam,https://cdn.myanimelist.net/images/company/1375.png
235,Shirogumi,https://cdn.myanimelist.net/images/company/235.png
2059,Soyep,https://cdn.myanimelist.net/images/company/2059.png
1569,Seven Arcs Pictures,https://cdn.myanimelist.net/images/company/1569.png
1127,Studio 3Hz,https://cdn.myanimelist.net/images/company/1127.png
1119,Shuka,https://cdn.myanimelist.net/images/company/1119.png
2244,Studio Gohan,https://cdn.myanimelist.net/images/company/2244.png
1155,Studio Moriken,https://cdn.myanimelist.net/images/company/1155.png
1934,Saigo no Shudan,https://cdn.myanimelist.net/images/company/1934.png
1591,Science SARU,https://cdn.myanimelist.net/images/company/1591.png
1383,Studio Live,https://cdn.myanimelist.net/images/company/1383.png
2215,Showten,https://cdn.myanimelist.net/images/company/2215.png
1997,Studio Kai,https://cdn.myanimelist.net/images/company/1997.png
1836,SELFISH,https://cdn.myanimelist.net/images/company/1836.png
1189,Sola Digital Arts,https://cdn.myanimelist.net/images/company/1189.png
2004,Sunrise Beyond,https://cdn.myanimelist.net/images/company/2004.png
478,Studio Blanc.,https://cdn.myanimelist.net/images/company/478.png
2379,Scooter Films,https://cdn.myanimelist.net/images/company/2379.png
1968,Studio Hokiboshi,https://cdn.myanimelist.net/images/company/1968.png
1647,Smiral Animation,https://cdn.myanimelist.net/images/company/1647.png
2332,Shion,https://cdn.myanimelist.net/images/company/2332.png
1830,Seven Stone Entertainment,https://cdn.myanimelist.net/images/company/1830.png
1927,Studio Crocodile,https://cdn.myanimelist.net/images/company/1927.png
1873,Silver,https://cdn.myanimelist.net/images/company/1873.png
1724,Studio OX,https://cdn.myanimelist.net/images/company/1724.png
2541,SAMG Entertainment,https://cdn.myanimelist.net/images/company/2541.png
2335,Shindeban Film,https://cdn.myanimelist.net/images/company/2335.png
2271,Studio RE:Map,https://cdn.myanimelist.net/images/company/2271.png
555,Studio Chizu,https://cdn.myanimelist.net/images/company/555.png
2512,Studio Easter,https://cdn.myanimelist.net/images/company/2512.png
2331,Shura,https://cdn.myanimelist.net/images/company/2331.png
2246,studio MOTHER,https://cdn.myanimelist.net/images/company/2246.png
2080,Super Normal Studio,https://cdn.myanimelist.net/images/company/2080.png
1993,Studio Bind,https://cdn.myanimelist.net/images/company/1993.png
1476,Shochiku Animation Institute,https://cdn.myanimelist.net/images/company/1476.png
1324,Shimogumi,https://cdn.myanimelist.net/images/company/1324.png
999,Studio Animal,https://cdn.myanimelist.net/images/company/999.png
2337,Studio Soul,https://cdn.myanimelist.net/images/company/2337.png
2329,Shinjukuza,https://cdn.myanimelist.net/images/company/2329.png
2327,Studio Boogie Nights,https://cdn.myanimelist.net/images/company/2327.png
2300,Studio Jemi,https://cdn.myanimelist.net/images/company/2300.png
2258,Sharefun Studio,https://cdn.myanimelist.net/images/company/2258.png
1892,Sublimation,https://cdn.myanimelist.net/images/company/1892.png
1847,Square Enix Visual Works,https://cdn.myanimelist.net/images/company/1847.png
1844,Shanghai Hippo Animation,https://cdn.myanimelist.net/images/company/1844.png
1523,Studio Ponoc,https://cdn.myanimelist.net/images/company/1523.png
1521,Studio Elle,https://cdn.myanimelist.net/images/company/1521.png
1509,Studio World,https://cdn.myanimelist.net/images/company/1509.png
1426,Studio Meditation With a Pencil,https://cdn.myanimelist.net/images/company/1426.png
1420,SIDO LIMITED,https://cdn.myanimelist.net/images/company/1420.png
2534,studio YOG,https://cdn.myanimelist.net/images/company/2534.png
2457,Studio Ranmaru,https://cdn.myanimelist.net/images/company/2457.png
2405,Staple Entertainment,https://cdn.myanimelist.net/images/company/2405.png
2341,Studio Prokion,https://cdn.myanimelist.net/images/company/2341.png
2328,Sonsan Kikaku,https://cdn.myanimelist.net/images/company/2328.png
2201,Studio Palette,https://cdn.myanimelist.net/images/company/2201.png
1853,Saetta,https://cdn.myanimelist.net/images/company/1853.png
1763,Studio Nanahoshi,https://cdn.myanimelist.net/images/company/1763.png
1479,Studio Core,https://cdn.myanimelist.net/images/company/1479.png
1352,Studio Ten Carat,https://cdn.myanimelist.net/images/company/1352.png
1348,Sugar Boy,https://cdn.myanimelist.net/images/company/1348.png
338,Studio Bogey,https://cdn.myanimelist.net/images/company/338.png
2563,Studio Tumble,https://cdn.myanimelist.net/images/company/2563.png
2338,Studio Ten,https://cdn.myanimelist.net/images/company/2338.png
2282,Studio Guts,https://cdn.myanimelist.net/images/company/2282.png
2240,Studio Daisy,https://cdn.myanimelist.net/images/company/2240.png
2196,Studio DURIAN,https://cdn.myanimelist.net/images/company/2196.png
1950,Sony Interactive Entertainment,https://cdn.myanimelist.net/images/company/1950.png
1693,Studio Flad,https://cdn.myanimelist.net/images/company/1693.png
1505,Studio March,https://cdn.myanimelist.net/images/company/1505.png
1436,Stingray,https://cdn.myanimelist.net/images/company/1436.png
781,Studio NOIX,https://cdn.myanimelist.net/images/company/781.png
2759,Sakura Eiga-sha,https://cdn.myanimelist.net/images/company/2759.png
2647,Studio A. Craft,https://cdn.myanimelist.net/images/company/2647.png
2625,Square Pictures,https://cdn.myanimelist.net/images/company/2625.png
2601,Sunflowers,https://cdn.myanimelist.net/images/company/2601.png
2557,Shenfan Animation,https://cdn.myanimelist.net/images/company/2557.png
2490,Studio Dolphin Night,https://cdn.myanimelist.net/images/company/2490.png
2459,Studio Gazelle,https://cdn.myanimelist.net/images/company/2459.png
2333,Space-X,https://cdn.myanimelist.net/images/company/2333.png
2205,Studio Kafka,https://cdn.myanimelist.net/images/company/2205.png
2161,Suspenders,https://cdn.myanimelist.net/images/company/2161.png
1944,Samsara Animation Studio,https://cdn.myanimelist.net/images/company/1944.png
1813,Studio Lings,https://cdn.myanimelist.net/images/company/1813.png
1776,Studio Mir,https://cdn.myanimelist.net/images/company/1776.png
1691,Studio UGOKI,https://cdn.myanimelist.net/images/company/1691.png
1641,Studio AWAKE,https://cdn.myanimelist.net/images/company/1641.png
1370,Sprite Animation Studios,https://cdn.myanimelist.net/images/company/1370.png
1266,Studio! Cucuri,https://cdn.myanimelist.net/images/company/1266.png
1071,Studio Lotus,https://cdn.myanimelist.net/images/company/1071.png
2760,Studio Add,https://cdn.myanimelist.net/images/company/2760.png
2742,Studio N,https://cdn.myanimelist.net/images/company/2742.png
2722,Studio Fusion,https://cdn.myanimelist.net/images/company/2722.png
2651,Stereotype,https://cdn.myanimelist.net/images/company/2651.png
2626,Studio D-Volt,https://cdn.myanimelist.net/images/company/2626.png
2582,Starlight Entertainment,https://cdn.myanimelist.net/images/company/2582.png
2562,Studio Himalaya,https://cdn.myanimelist.net/images/company/2562.png
2524,SANDWICHWORKS,https://cdn.myanimelist.net/images/company/2524.png
2516,Studio Cats,https://cdn.myanimelist.net/images/company/2516.png
2493,Studio B&M,https://cdn.myanimelist.net/images/company/2493.png
2492,Studio Jin,https://cdn.myanimelist.net/images/company/2492.png
2429,STUDIO6'oN,https://cdn.myanimelist.net/images/company/2429.png
2391,Sumomo Film,https://cdn.myanimelist.net/images/company/2391.png
2378,StarLink,https://cdn.myanimelist.net/images/company/2378.png
2351,Studio Gadget,https://cdn.myanimelist.net/images/company/2351.png
2313,studio hb,https://cdn.myanimelist.net/images/company/2313.png
2295,Story Effect,https://cdn.myanimelist.net/images/company/2295.png
2284,SJYNEXCUS,https://cdn.myanimelist.net/images/company/2284.png
2130,Studio Shelter,https://cdn.myanimelist.net/images/company/2130.png
1871,Studio W.Baba,https://cdn.myanimelist.net/images/company/1871.png
1839,Studio Ppuri,https://cdn.myanimelist.net/images/company/1839.png
1814,Studio Hakk,https://cdn.myanimelist.net/images/company/1814.png
1750,Studio CA,https://cdn.myanimelist.net/images/company/1750.png
1705,Studio Khronos,https://cdn.myanimelist.net/images/company/1705.png
1666,Studio Carbuncle,https://cdn.myanimelist.net/images/company/1666.png
1533,Studio WHO,https://cdn.myanimelist.net/images/company/1533.png
1504,Studio Z5,https://cdn.myanimelist.net/images/company/1504.png
73,TMS Entertainment,https://cdn.myanimelist.net/images/company/73.png
145,TBS,https://cdn.myanimelist.net/images/company/145.png
103,Tatsunoko Production,https://cdn.myanimelist.net/images/company/103.png
1727,Tencent Penguin Pictures,https://cdn.myanimelist.net/images/company/1727.png
120,TNK,https://cdn.myanimelist.net/images/company/120.png
94,Telecom Animation Film,https://cdn.myanimelist.net/images/company/94.png
229,The Answer Studio,https://cdn.myanimelist.net/images/company/229.png
2214,Takun Manga Box,https://cdn.myanimelist.net/images/company/2214.png
882,Toranoana,https://cdn.myanimelist.net/images/company/882.png
1103,TROYCA,https://cdn.myanimelist.net/images/company/1103.png
2307,Tamabi,https://cdn.myanimelist.net/images/company/2307.png
1340,Typhoon Graphics,https://cdn.myanimelist.net/images/company/1340.png
2050,Trash Studio,https://cdn.myanimelist.net/images/company/2050.png
1843,TriF Studio,https://cdn.myanimelist.net/images/company/1843.png
1805,Thundray,https://cdn.myanimelist.net/images/company/1805.png
1265,Tomovies,https://cdn.myanimelist.net/images/company/1265.png
2057,Toho Interactive Animation,https://cdn.myanimelist.net/images/company/2057.png
363,Topcraft,https://cdn.myanimelist.net/images/company/363.png
2208,Taikong Works,https://cdn.myanimelist.net/images/company/2208.png
2163,Teatro Nishi Tokyo Studio,https://cdn.myanimelist.net/images/company/2163.png
2075,Taomee,https://cdn.myanimelist.net/images/company/2075.png
1890,Tear Studio,https://cdn.myanimelist.net/images/company/1890.png
1562,Team YokkyuFuman,https://cdn.myanimelist.net/images/company/1562.png
345,TAKI Corporation,https://cdn.myanimelist.net/images/company/345.png
327,Takara,https://cdn.myanimelist.net/images/company/327.png
2352,Tryforce,https://cdn.myanimelist.net/images/company/2352.png
2084,Tong Ming Xuan,https://cdn.myanimelist.net/images/company/2084.png
1356,Tonko House,https://cdn.myanimelist.net/images/company/1356.png
587,Tomason,https://cdn.myanimelist.net/images/company/587.png
2705,TOHO animation STUDIO,https://cdn.myanimelist.net/images/company/2705.png
2605,Tonari Animation,https://cdn.myanimelist.net/images/company/2605.png
2476,Tohjak,https://cdn.myanimelist.net/images/company/2476.png
2456,team Yamahitsuji,https://cdn.myanimelist.net/images/company/2456.png
2251,TthunDer Animation,https://cdn.myanimelist.net/images/company/2251.png
2141,TANOsim,https://cdn.myanimelist.net/images/company/2141.png
1514,Tengu Kobo,https://cdn.myanimelist.net/images/company/1514.png
2643,The Gate Studio,https://cdn.myanimelist.net/images/company/2643.png
2602,TanKong Pictures,https://cdn.myanimelist.net/images/company/2602.png
2595,TypeZero,https://cdn.myanimelist.net/images/company/2595.png
2520,Twilight Town,https://cdn.myanimelist.net/images/company/2520.png
2489,Tsubo Production,https://cdn.myanimelist.net/images/company/2489.png
2461,Twenty First,https://cdn.myanimelist.net/images/company/2461.png
2451,TEC,https://cdn.myanimelist.net/images/company/2451.png
2420,Tanglin Culture,https://cdn.myanimelist.net/images/company/2420.png
2417,TiMi Studio Group,https://cdn.myanimelist.net/images/company/2417.png
2184,The Monk Studios,https://cdn.myanimelist.net/images/company/2184.png
2136,Ten Tails Animation,https://cdn.myanimelist.net/images/company/2136.png
2027,Team TillDawn,https://cdn.myanimelist.net/images/company/2027.png
1650,Twilight Studio,https://cdn.myanimelist.net/images/company/1650.png
1638,Tsukimidou,https://cdn.myanimelist.net/images/company/1638.png
1558,TOCSIS,https://cdn.myanimelist.net/images/company/1558.png
43,ufotable,https://cdn.myanimelist.net/images/company/43.png
1882,UWAN Pictures,https://cdn.myanimelist.net/images/company/1882.png
1842,Urban Product,https://cdn.myanimelist.net/images/company/1842.png
2723,Unend,https://cdn.myanimelist.net/images/company/2723.png
2656,UchuPeople,https://cdn.myanimelist.net/images/company/2656.png
2698,Voil,https://cdn.myanimelist.net/images/company/2698.png
2129,Visual Flight,https://cdn.myanimelist.net/images/company/2129.png
1969,V-sign,https://cdn.myanimelist.net/images/company/1969.png
415,Warner Bros. Japan,https://cdn.myanimelist.net/images/company/415.png
858,Wit Studio,https://cdn.myanimelist.net/images/company/858.png
314,White Fox,https://cdn.myanimelist.net/images/company/314.png
318,WAO World,https://cdn.myanimelist.net/images/company/318.png
1396,W-Toon Studio,https://cdn.myanimelist.net/images/company/1396.png
1772,Wawayu Animation,https://cdn.myanimelist.net/images/company/1772.png
2471,Wonder Cat Animation,https://cdn.myanimelist.net/images/company/2471.png
2597,Wong Ping Animation Lab,https://cdn.myanimelist.net/images/company/2597.png
1970,Wolf Smoke Studio,https://cdn.myanimelist.net/images/company/1970.png
2270,Wise Guy,https://cdn.myanimelist.net/images/company/2270.png
2573,Watanabe Promotion,https://cdn.myanimelist.net/images/company/2573.png
2070,Wei Chuang Jiang Xin,https://cdn.myanimelist.net/images/company/2070.png
2060,Wulifang Digital,https://cdn.myanimelist.net/images/company/2060.png
1596,Will Palette,https://cdn.myanimelist.net/images/company/1596.png
2089,Wan Wei Mao Donghua,https://cdn.myanimelist.net/images/company/2089.png
27,Xebec,https://cdn.myanimelist.net/images/company/27.png
2257,XEBEC M2,https://cdn.myanimelist.net/images/company/2257.png
2206,Xuni Ying Ye,https://cdn.myanimelist.net/images/company/2206.png
2091,Xanthus Media,https://cdn.myanimelist.net/images/company/2091.png
1492,Yomiuri TV Enterprise,https://cdn.myanimelist.net/images/company/1492.png
96,Yumeta Company,https://cdn.myanimelist.net/images/company/96.png
2447,Youku,https://cdn.myanimelist.net/images/company/2447.png
1687,Yokohama Animation Lab,https://cdn.myanimelist.net/images/company/1687.png
1560,Yaoyorozu,https://cdn.myanimelist.net/images/company/1560.png
1958,YHKT Entertainment,https://cdn.myanimelist.net/images/company/1958.png
2194,Yi Chen Animation,https://cdn.myanimelist.net/images/company/2194.png
2438,yell,https://cdn.myanimelist.net/images/company/2438.png
2569,Yinhe Changxing Culture,https://cdn.myanimelist.net/images/company/2569.png
2564,Yamiken,https://cdn.myanimelist.net/images/company/2564.png
2555,Year Young Culture,https://cdn.myanimelist.net/images/company/2555.png
1665,Yili Animation Studio,https://cdn.myanimelist.net/images/company/1665.png
2583,Yuntu Animation,https://cdn.myanimelist.net/images/company/2583.png
218,Zexcs,https://cdn.myanimelist.net/images/company/218.png
1379,Zero-G,https://cdn.myanimelist.net/images/company/1379.png
1376,ZOOM ENTERPRISE,https://cdn.myanimelist.net/images/company/1376.png
